id,sample_date,P-PO4,N-NH4,N-NO3,N-NO2,S-SO4,Cl,pH,EC,cm,TOC,IC,TC,TN,מהירות זרימה,עכירות,TON,Al,B,Ca,Co,Cu,Fe,K,Mg,Mn,Mo,Na,Zn,Notes
1,2020-08-12,0,0.008378891111111113,86.66504812,0.04451188,48.92316666666667,355.1688,7.63,2248.0,1,13.82,42.91,56.73,21.94,בינונית חזקה - 5,צלולים (0),0.0,0.01471,0.12664,234.06,0.0,0.0,0.0,1.1952,43.252,0.00563,0.0,144.13,0.0,"תעלה למאגר הורחבה, ועומקה, וצמחייה כוסחה. מעבר לנחל נהלל נחסם. נשאר שלולית עכורה."
2,2020-08-12,0.047202869999999994,0.007122562222222222,89.04102275000001,0.01678725,53.5632,436.0826,7.9,2617.0,3,17.1,53.34,70.44,21.88,איטית (1),צלולים (0-1),0.0,0.0,0.11851,283.53,0.0,0.0,0.0,1.6364,58.598,0.01284,0.0,157.05,0.0,"זרימה נמוכה וחלשה מבד""כ. דשא לפני ואחרי במים. זרימה תת קרקעית?"
3,2020-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"הנקודה יבשה. מכיוון מזרח, רטיבות במעביר מים מקביל לכביש. זרימת ביוב?"
4,2020-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"אפיק מלא צמחייה מפותחת. אם יש מעט מים, אז מעט מאד ללא גישה"
5,2020-08-12,0.1744733,0.00817008888888889,36.54309,0,51.83306666666667,766.4487,8.04,3186.0,"25 (אחרי)
75 (בריכה)
10 (לפני)",18.53,50.77,69.3,9.263,"בינונית 3-4 (אחרי)
אפסית 0 (בריכה)
איטית - 2 (לפני)",נמוכה (1),0.0,0.01807,0.20585,263.31,0.0,0.01216,0.02069,18.627,79.393,0.00712,0.00174,236.68,0.01716,"אפיק מלא קנה. פעילות ביולוגית במים, הרבה שפריריות"
6,2020-08-12,0.01531534,0.005565427777777778,48.9143,0,34.29906666666667,648.4608,6.95,2849.0,110,15.91,48.79,64.7,11.69,,צלולה (0),0.0,0.0,0.20761,247.6,0.0,0.00733,0.0,1.2024,70.988,0.00055,0.0,187.18,0.00334,
7,2020-08-12,0.1682984,0.008743085555555556,49.850198920000004,0.04124108,61.54966666666667,727.096,8.0,3190.0,3,,,,,בינונית גבוהה - 6,גבוהה מאד (4),,0.01587,0.23807,241.76,0.0,0.00412,0.00393,7.5176,87.414,0.0225,0.0,245.6,0.0,חישת קנים מפותחת באפיק. כמעט חסמה גישה לנקודה. בוץ בשוליים.
8,2020-08-12,0.15994229999999998,0.009038641111111112,39.610418849999995,0.00546115,60.18996666666666,965.2206,7.96,3984.0,51,,,,,אפסית\ מים עומדים - 0,בינונית (2),,0.01473,0.36942,246.08,0.0,0.00832,0.00243,3.7607,107.5,0.03887,0.0,360.0,0.00276,מכוסה מרק אפונה
9,2020-08-12,0.6701237,0.007700388888888888,18.28332,0,46.747233333333334,678.9862,8.19,2865.0,11,,,,,נמוכה  (2-3),נמוכה (0-1),,0.0,0.28955,181.61,0.00122,0.00381,0.00468,7.5063,79.125,0.11241,0.00245,264.07,0.0,זרימה רק במרכז האפיק עם תשתית בוצית מאד. אפיק נמוך מאד
10,2020-08-12,0.2662364,0.002837278888888889,28.41993713,0.047962870000000005,65.9485,989.9791,7.63,3788.0,3,,,,,אפסית (0),נמוכה (1),,0.0149,0.40042,212.02,0.00135,0.00775,0.02692,6.0042,104.74,0.2589,0.00198,358.73,0.0,"טפטוף קל מצד ימין של סכר. מים כ-20-30 ס""מ מתחת לסכר הסגור. לפני ואחרי מלא מרק אפונה."
11,2020-08-12,1.99093,5.828263777777778,0,0.00285438,49.476933333333335,1111.432,7.82,4771.0,3,,,,,נמוכה (2),בינונית גבוהה (3),,0.03887,1.1026,162.96,0.00127,0.01236,0.13734,6.569,94.882,1.0478,0.0,585.8,0.0,"נים שחורים חומים, אפיק מלא צמחייה."
12,2020-08-12,1.38379,0.3305403111111111,14.7998871,0.1283629,62.94286666666667,993.5357,8.06,3818.0,45,,,,,בינונית (3),בינונית גבוהה (3-4),,0.04779,0.35701,172.43,0.00119,0.00848,0.02388,14.302,94.002,0.12835,0.00212,410.29,0.00627,מים חומים
13,2020-08-12,1.30791,0.13927332222222222,15.5430261,0.16525389999999998,63.268699999999995,1001.421,8.09,3836.0,25,,,,,בינונית גבוהה (5),בינונית גבוהה (3-4),,0.0,0.3638,173.09,0.00139,0.00653,0.00242,14.091,96.631,0.13158,0.00232,422.98,0.0,מים חומים
101,2020-08-12,0.009889799999999999,0.14533936666666666,84.456268,0.032521999999999995,66.3351,422.189,7.56,2419.0,6,13.18,36.67,49.85,21.92,בינונית (3),צלולים (0),0.0,0.01564,0.14507,226.41,0.0,0.0,0.02104,1.2317,54.098,0.00241,0.0,164.66,0.0,
102,2020-08-12,0.008902509999999999,0.009339322222222222,84.2779317,0.024218299999999998,45.50476666666666,343.4506,7.82,2205.0,3,14.51,46.53,61.04,21.78,בינונית (3),צלולים (0),0.0,0.01715,0.12813,238.17,0.0,0.0,0.02685,1.0335,40.712,0.00112,0.0,140.04,0.0,
103,2020-08-12,0.044335009999999994,0.005217006666666667,109.33421306999999,0.06848693,51.04123333333334,338.8627,7.93,2390.0,,15.49,49.52,65.01,27.16,,,0.0,0.0,0.10251,280.84,0.0,0.0,0.00575,1.6259,44.897,0.03801,0.0,133.79,0.0,מי מעיין. משטח בוצי מעל 101+102 (במורד ולפני 1)
201,2020-08-12,0.03745017,0.006814204444444446,47.28359,0,51.9042,532.8918,7.95,2631.0,"1 (לפני)
25 (אחרי משטח בטון)",17.51,51.93,69.44,12.43,איטית (1),צלולים (0),0.0,0.01787,0.19191,233.55,0.0,0.0,0.01676,1.8975,53.816,0.01044,0.0,208.49,0.0,"נקודה ליד עצי אקליפטוס, כ-500 מ' במורד למאגר הסוסים"
1,2020-09-01,0.00670319,0.15123080000000003,93.26425356,0.06590644,50.63133333333334,357.57,7.68,2309.0,2,4.725,21.79,26.52,77.86,בינונית (3),נמוכה מאד (0-1),0.0,,,,,,,,,,,,,המעבר לנחל נהלל חסום ויבש לחלוטין. דשא חזר באפיק למאגר. קצת מרחפים במים.
2,2020-09-01,0.06074686,0.09643091111111111,91.60168780000001,0.1741222,53.02493333333334,415.263,7.9,2618.0,5,7.433,29.19,36.62,77.51,נמוכה מאד (1),נמוכה מאד (0-1),0.0,,,,,,,,,,,,,"זרימה איטית, והאפיק נהיה שטוח. דשא לפני ואחרי באפיק. גובה נמדד במעבר. קצת מרחפים במים"
3,2020-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,האפיק יבש.
4,2020-09-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מלא צמחייה. אין גישה למים. אם יש זרימה - אז מינימאלית לחלוטין.
5,2020-09-01,0.2090069,0.1426368222222222,28.51222285,0.020957149999999997,59.76123333333334,925.6298,8.0,3812.0,"75 (בריכה)
10 (לפני)",15.36,70.0,85.36,24.45,"0 (בריכה)
1 (לפני)",נמוכה (1-2),0.0,,,,,,,,,,,,,מים עומדים בבריכה. אחרי ולפני בריכה מלא חישת קניםץ אין גישה למים אחרי גשר.
6,2020-09-01,0.04126745,0.10091425555555555,45.32741,0,34.86346666666667,637.2939,6.93,2909.0,110,12.13,64.76,76.89,40.46,,צלולים (0),0.0,,,,,,,,,,,,,
7,2020-09-01,0.29948630000000004,0.14306662222222222,41.6730624,0.2240076,54.458400000000005,633.8307,7.96,2942.0,5,12.76,60.61,73.37,37.06,בינונית-גבוהה (5),גבוהה מאד (5),0.0,,,,,,,,,,,,,עכירות בגלל מעבר בנחל? מכוסה בחישת קנים לפני ואחרי.
8,2020-09-01,0.1882895,0.14963604444444442,31.9506529,0.0610771,62.0599,882.7808,8.06,3600.0,25,12.7,62.58,75.28,28.08,נמוכה מאד (1),גבוהה (3-4),0.0,,,,,,,,,,,,,אין כמעט זרימה. מרק אפונה מכסה. קצת זרימה לפני גשר
9,2020-09-01,0.5153365,0.09756351111111111,17.63287214,0.08853786,46.7391,690.0807,8.17,2935.0,8,15.95,69.49,85.44,15.44,נמוכה (3),נמוכה (1),0.0,,,,,,,,,,,,,"זרימה נמוכה, אפיק מאד בוצי."
10,2020-09-01,0.2438906,0.19022593333333332,27.81094368,0.09285631999999999,59.0676,841.3474,7.85,3454.0,8,10.8,42.33,53.13,24.48,אפסית (0),נמוכה (1),0.0,,,,,,,,,,,,,"כבר אין מרק אפונה לפני סכר. כנראה פתחו וסגרו את הסכר או השאירו אותו קצת פתוח. מרק אפונה אחרי סכר. סכר גבוה בכ-60 ס""מ מהמים."
11,2020-09-01,1.57564,3.804686666666667,0,0.09866858,67.24026666666667,1041.915,7.89,4805.0,2,44.83,157.8,202.63,4.189,"נמוכה מאד, כמעט עמודים (-01)",בינונית (2),0.28564475333333306,,,,,,,,,,,,,מים שחורים.
12,2020-09-01,0.7064689,0.5808465444444444,15.796293799999999,0.5168962,63.07443333333333,1176.321,7.92,4422.0,37,14.28,56.61,70.89,14.23,בינונית (4),גבוהה (4),0.0,,,,,,,,,,,,,מים חומים
13,2020-09-01,0.7338071,0.5113241,14.3959343,0.4206057,60.215133333333334,1115.897,8.04,4293.0,20,15.0,58.74,73.74,13.53,חזקה (6-7),גבוהה (4),0.0,,,,,,,,,,,,,מים חומים
101,2020-09-01,0,0.2521810666666667,82.26357077,0.06398923,65.78493333333334,450.9834,7.73,2442.0,10,3.612,19.45,23.06,72.46,בינונית (3),בינונית (3),0.0,0.0,0.1889,252.4,0.0,0.0,0.0074,4.0329,54.277,0.00677,0.00389,180.7,0.00884,
102,2020-09-01,0.027574179999999997,0.20943043333333333,80.82762325,0.04060675,45.44596666666666,343.4533,7.84,2214.0,3,3.74,20.22,23.96,73.24,נמוכה (2),צלולים (0),0.0,,,,,,,,,,,,,
103,2020-09-01,0.00869509,0.12517361111111114,99.66316006,0.07822994,51.498400000000004,342.5359,7.78,2410.0,2,6.317,22.2,28.52,90.17,נמוכה (2),צלולים (0),0.0,,,,,,,,,,,,,מעיין גבוה לפני נקודה 1. גובה נמדד בבריכה האחרונה.
1,2020-09-23,0.00626832,0.08408578888888889,86.72839712999999,0.06510287,49.16823333333334,365.194,7.54,2325.0,3,9.446,40.15,49.6,76.48,1-2 (איטית),0-1,0.0,0.0,0.12036,234.95,0.0,0.0,0.01327,1.0969,44.518,0.00451,0.0,142.4,0.00724,חצי ימני של משטח מכוסה צמחייה. אחרי בריכה די עומדת יד משטח בטון (טפטוף). כניסה למאגר חסומה.
2,2020-09-23,0.011179270000000002,0.10045762222222221,95.0095286,0.1255914,48.3047,370.2074,7.81,2329.0,14,3.986,18.73,22.72,74.79,3-4 (בינונית),0 (צלולים),0.0,0.0,0.12239,237.94,0.0,0.0,0.0089,1.2544,45.307,0.01171,0.0,144.1,0.01043,זרימה חזקה יותר מפעם קודמת. גובה נמדד מברכונת במעבר ג'יפים
3,2020-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,יבש
4,2020-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,מעט מים עומדים ללא גישה לדיגום
5,2020-09-23,0.08988850999999999,0.12070908888888887,33.0525096,0.1926604,63.183099999999996,934.4723,7.59,3910.0,67,15.62,73.68,89.3,27.75,1-2 (איטית),0,0.0,0.0,0.26185,252.53,0.0,0.01798,0.01261,20.239,102.15,0.0732,0.00171,321.63,0.01319,שכבה שמנונית על המים. נצפו 2 צבים. בריכה עומדי. אחרי חישת קנים מפותחת ללא גישה. זרימה חלשה עד אפסית במעבר בטון לפני
6,2020-09-23,0.021869859999999998,0.11960207777777779,48.08706,0,32.171596666666666,649.119,6.96,2915.0,110,9.694,51.51,61.2,39.76,0,0,0.0,0.01532,0.20261,243.32,0.0,0.00605,0.02649,1.2267,69.324,0.0012,0.0,182.67,0.01509,מים צלולים ופושרים
7,2020-09-23,0.4961515,0.19291222222222223,49.5420741,0.1938659,57.6646,699.6204,8.27,3224.0,5,12.1,65.39,77.49,44.02,5 (בינונית-גבוהה),4-5 (גבוהה מאד),0.0,0.0,0.23679,230.7,0.0,0.00422,0.0191,5.7172,86.08,0.02663,0.0,242.24,0.00349,"חישת קנים מפותחת על משטח הבטון, לפני ואחרי"
8,2020-09-23,0.16776490000000002,0.09048386666666666,39.302359929999994,0.041380070000000005,61.34226666666667,998.9889,8.13,3977.0,7,8.828,37.41,46.24,32.93,3-4 (בינונית),2-3,0.0,0.01775,0.3569,237.54,0.0,0.01128,0.0293,3.8958,103.88,0.04096,0.00175,336.81,0.00692,"רוב האפיק יבש (בוצי), זרימה קטנה בחלק השמאלי של האפיק. אין אצות במים."
9,2020-09-23,0.3081175,0.4986488888888889,17.3997126,0.1199574,44.939166666666665,753.9466,7.99,3138.0,15,14.1,64.58,78.68,16.41,3,2-3 (בינונית גבוהה),0.0,0.0,0.30488,168.67,0.0,0.00573,0.0106,8.5163,83.269,0.26679,0.00245,286.89,0.00754,אפיק נמוך אבל מעט גבוה מפעם קודמת. דליפה מצינור השקייה. תנועה במים (שפמנונים?)
10,2020-09-23,0.19400610000000001,2.5816544444444443,21.2042819,0.0872481,52.50470000000001,839.147,7.93,3338.0,20,12.92,42.43,55.35,20.9,5,5 (מרבית),0.0,0.02353,0.32501,169.63,0.00132,0.00317,0.03271,9.4992,90.117,0.45881,0.00245,309.7,0.00669,סכר פתוח. זרימה מלאה סדימנטים מכיוון המאגר. וזרימה מכיוון הנחל. אין אצות. 3 אנפות אפורות נצפו במים ומספר שפמנונים
11,2020-09-23,0.2123032,1.7480711111111114,11.8516016,0.6815084,49.357733333333336,808.44,7.83,3155.0,15,13.8,40.22,54.02,12.13,5,4 (גבוהה),0.0,0.02813,0.33742,149.38,0.0,0.0,0.03442,10.564,85.805,0.11165,0.00253,307.33,0.00704,מים באיכות ובזריהמ הרבה יותר טובה מפעם קודמת. קנים נפולים בתוך המים.
12,2020-09-23,0.20742760000000002,0.26957000000000003,15.4867809,0.2432391,60.02016666666666,1408.815,8.1,5095.0,33,11.16,41.38,52.54,14.42,3 (בינונית),4 (גבוהה),0.0,0.05069,0.685,154.63,0.0,0.01257,0.04507,7.4978,103.77,0.0232,0.00911,535.26,0.00353,מים צהובים-חומים.
13,2020-09-23,0.2179911,0.3742277777777778,15.198815,0.375955,64.36493333333333,1205.51,8.04,4495.0,20,11.91,41.91,53.82,14.61,4-5,4 (גבוהה),0.0,0.03099,0.57588,151.42,0.0,0.00785,0.03589,8.0709,94.626,0.0454,0.00763,475.08,0.00334,מים חומים.
101,2020-09-23,0.2371068,0.11001472222222224,83.69260994,0.06303006,59.3624,415.3817,7.43,2464.0,5,3.345,20.36,23.7,75.45,4 (בינונית-גבוהה),3 (בינונית-גבוהה),0.0,0.0,0.13637,221.19,0.0,0.0,0.01702,1.2775,52.056,0.00458,0.0,162.24,0.00442,
102,2020-09-23,0.023989840000000002,0.15568,77.41738837999999,0.042881619999999995,42.2612,348.4196,7.57,2244.0,1,9.183,41.84,51.02,74.23,1-2 (נמוכה),0-1 (צלולים),0.0,0.0,0.11728,235.5,0.0,0.0,0.01165,0.99104,39.324,0.00122,0.0,132.01,0.00493,
103,2020-09-23,0,0.08120738888888887,100.30428893,0.052111069999999995,46.70616666666667,331.7936,7.34,2373.0,1-2,10.49,41.94,52.43,89.87,2-3 (בינונית),3 (בינונית),0.0,0.0,0.08354,255.58,0.0,0.0,0.01483,1.1946,40.374,0.00281,0.0,121.82,0.00448,
1,2020-11-05,0.003944710000000001,0.023643588888888886,91.117404,0.134776,50.331199999999995,394.144,7.91,2416.0,5,6.888,31.1,37.99,73.81,2-3 נמוכה,4,0.0,0.01843,0.11664,239.22,0.0,0.0,0.02417,2.2235,45.344,0.01091,0.0,145.26,0.00412,"רוב המים זורמים לכיוון מאגר. מעבר בט ון מכוסה צמחייה. אין זרימה אחרי סכר, רק שלולית"
2,2020-11-05,0.00678564,0.004430051111111112,70.7387384,0.16061160000000002,54.3628,528.3464,7.88,2910.0,10,18.92,50.65,69.57,67.14,1-2 נמוכה,0,0.0,0.0,0.10875,282.05,0.0,0.0,0.01724,5.5988,62.422,0.04685,0.0,167.19,0.00641,מעבר לטרקטורים בשימוש לעבודות במאגר ייצר הפרה של השטח. לפני ואחרי דשא. גובה נמדד בשלולית
3,2020-11-05,0.1244542,0.12173824444444446,2.3041166,0.1842784,9.578163333333334,146.7515,8.14,715.0,6,15.37,29.42,44.79,2.109,3,1,0.0,0.0368,0.0393,42.347,0.0,0.00294,0.03905,7.332,15.224,0.00145,0.00185,68.419,0.00908,"אפיק מרכזי ללא זרימה, אבל לח (כנראה זרימה הגשם). נדגם מנקז המגיע מכיוון מערב (מצידי הכביש). גובה נמדד בבריכה. נמדד לפני כניסת נקז מזרחי."
4,2020-11-05,1.77025,0.06984017444444444,16.0526422,0.1795778,6.7991633333333334,92.33486,7.84,636.0,17,20.32,26.99,47.31,15.94,1,3,0.0,0.03623,0.02562,43.206,0.0,0.00408,0.13731,9.9845,14.698,0.0047,0.00301,52.084,0.05256,צמחייה כוסחה. אפיק מלא צמחייה מתה. זרימה מאד איטית
5,2020-11-05,0.7215995000000001,0.022177501111111112,5.8463901,0.5596199000000001,31.501266666666666,472.637,7.6,2058.0,"לפני - 78
אחרי - ?
מעביר - 14",33.99,75.1,109.09,7.64,"לפני - 1
אחרי - 4-5
מעביר - 1-2",1-2,1.2118124988888885,0.0,0.13035,152.62,0.0,0.00347,0.04468,32.653,47.979,0.01304,0.00253,147.29,0.01175,כל הצמחייה (קנה) כוסחה. צמחייה צפה במים לפני גשר. אחרי זרימה חזקה יותר אבל מתחת לצמחייה מתה - לא ניתן למדוד גובה.
6,2020-11-05,0.0044267099999999995,0.0675946211111111,47.03859,0,31.283056666666667,642.2787,7.04,2912.0,107,10.14,66.44,76.58,38.33,,0 - צלולים,0.0,0.0,0.19702,239.92,0.0,0.0,0.00376,1.1958,68.651,0.00092,0.0,177.95,0.01068,
7,2020-11-05,0.7235319,0.009088885555555556,17.420509,0.47132100000000005,38.1664,489.3543,7.74,2192.0,16,40.24,95.51,135.75,16.66,5,3,0.0,0.0,0.14388,159.51,0.0,0.0,0.02599,23.0,54.006,0.01286,0.00208,162.11,0.01095,כל הצמחייה (קנה) כוסחה. צמחייה מתה בתוך אפיק. מים יחסית גבוהים.
8,2020-11-05,0.6674133000000001,0.04456021111111111,12.9178268,0.6103832,47.15646666666667,697.8663,7.91,2859.0,5,47.24,105.0,152.24,13.78,4-5,1,0.20722978888888832,0.0,0.21476,169.48,0.0,0.0,0.02691,22.643,74.342,0.02804,0.00219,239.23,0.00704,ערוץ רחב בצורה משמעותית לעומת פעם שעברה.
9,2020-11-05,0.7585236999999999,0.21471574444444444,8.613769,1.5343209999999998,64.51636666666667,485.8645,7.79,2267.0,15,68.43,120.2,188.63,11.51,3-4,3-4,1.147194255555556,0.0,0.18168,143.33,0.00187,0.0,0.03147,25.81,58.045,0.08674,0.00469,191.78,0.01114,צמחייה כוסחה.
10,2020-11-05,0.6113107999999999,0.03361294222222222,15.354425799999998,0.9419742,53.91083333333333,635.9087,7.88,2700.0,25,65.79,132.8,198.59,13.42,2,1,0.0,0.0,0.20692,162.5,0.00144,0.0,0.02979,22.943,68.484,0.10145,0.00338,227.51,0.00609,"הסכר פתוח, זרימה עם המון סחף. אנפה אפורה במים. קרקעית בוצית (בריכה התנקזה). גובה נמדד אחרי סכר"
11,2020-11-05,0.7461597000000001,0.10482274444444445,12.357819000000001,1.1046310000000001,57.422333333333334,626.0182,7.81,2693.0,15,89.29,151.5,240.79,12.57,6-7,1,0.0,0.01954,0.22156,161.17,0.00146,0.0,0.04281,25.274,68.049,0.04256,0.00373,227.54,0.00631,אפיק מלא צמחייה (קנה). צרימה חזקה לקישון.
12,2020-11-05,1.94241,14.727292222222221,6.907922,1.171798,52.63783333333333,976.0222,7.85,4027.0,55,126.8,169.5,296.3,18.03,5-6,3-4,0.0,0.04885,0.25509,162.9,0.00415,0.0,0.0765,27.03,86.384,0.6269,0.0,397.31,0.01082,מים חומים עכורים.
13,2020-11-05,1.76366,10.561988888888889,7.543683000000001,1.1099269999999999,56.8585,976.6316,7.85,3869.0,45,277.2,109.3,386.5,22.76,4,3-4,3.5444011111111138,0.02829,0.25624,166.72,0.00375,0.0,0.06528,27.704,82.43,0.5322,0.00201,374.55,0.01115,מים חומים עכורים.
101,2020-11-05,0.00419429,0.06017321333333333,112.11283230000001,0.13856770000000002,56.7108,408.3191,7.83,2493.0,7,8.12,38.3,46.42,77.34,2 איטית,5,0.0,0.0,0.12416,224.11,0.0,0.0,0.00807,2.3138,49.908,0.01665,0.0,157.4,0.00497,בוצי ועכור
102,2020-11-05,0.00573254,0.009387202222222222,85.5358569,0.13569309999999998,42.38053333333333,352.4946,7.82,2247.0,3,7.505,32.2,39.71,70.72,2 איטית,0 - צלולים,0.0,0.0,0.10887,231.96,0.0,0.0,0.00901,1.6095,38.732,0.00501,0.0,127.07,0.00957,זרימה רדודה וצלולה
103,2020-11-05,0.004635589999999999,0.04200841555555555,89.6597086,0.2481114,59.55493333333334,478.5345,7.9,2841.0,1,10.31,30.32,40.63,80.86,2 איטית,1 - צלולים עם קצת מרחפים,0.0,0.0,0.08928,288.68,0.0,0.0,0.01764,3.1794,49.935,0.00607,0.0,151.57,0.00619,זרימה רדודה בתוך צמחיה. בורות קטנים מתמלאים מים.
1,2021-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2021-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2021-01-27,1.48985,7.798132222222222,30.4421869,0.3182731,40.38053333333333,461.7149,8.36,2479.0,7.0,8.413,80.99,89.4,37.87,5.5,2.5,0.0,0.14252,0.22265,186.32,0.0,0.00945,0.14472,18.416,47.185,0.00588,0.00385,223.54,0.0088,זרימה חזקה. זרימות מגיעות מתעלות ניקוז מצידי הכביש. (ביוב?)
4,2021-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2021-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2021-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2021-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2021-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2021-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2021-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2021-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2021-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2021-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,2021-01-27,19.24253,47.158370000000005,0,0.00882704,36.876466666666666,303.0964,7.14,2300.0,1.0,,,,,1.5,2.5,,0.07479,0.1743,99.924,0.00201,0.01023,0.28313,101.36,39.773,0.34514,0.00464,217.02,0.10261,זרימה בתעלת ניקוז מקבילה לכביש מכיוון מזרח.
302,2021-01-27,0.01338652,0.17113444444444445,0.5126132400000001,0.00706676,13.94448,225.3159,9.06,1080.0,1.0,4.387,35.69,40.08,0.803,1.5,0.0,0.11218555555555554,0.05271,0.12676,56.316,0.0,0.0,0.07022,9.243,31.833,0.00101,0.00379,100.46,0.00536,זרימה בתעלת ניקוז מקבילה לכביש מכיוון מערב. ביוב?
1,2021-02-15,2.44153,13.554418888888888,40.021127,1.1031030000000002,35.8868,359.7319,7.95,2108.0,6,7.524,73.28,80.8,54.05,3-4,1,0.0,0.01625,0.13498,155.93,0.0,0.0,0.13609,22.908,37.42,0.01792,0.00325,187.58,0.0064,זרימה לשני הצדדים (מאגר + נחל). אין צמחייה במשטח בטון.
2,2021-02-15,2.62211,14.615253333333332,42.383676,1.287174,38.26476666666667,367.0308,8.1,2155.0,12,8.714,75.36,84.07,56.73,4-5,1-2,0.0,0.0,0.1386,157.51,0.0,0.0,0.07575,23.495,38.342,0.02012,0.00329,191.93,0.00417,אפיק חשוף (אין דשא במים).
3,2021-02-15,1.79343,3.9606000000000003,42.508275,3.563755,42.6599,447.0187,8.21,2371.0,8,6.783,69.14,75.92,47.5,3-4,1-2,0.0,0.05041,0.17992,177.49,0.0,0.0,0.17257,20.206,47.298,0.00627,0.00354,208.2,0.0063,אין צמחייה על משטח בטון. זרימה בתעלה המגיעה ממערב.
4,2021-02-15,1.702835,3.44491,39.160542,3.4495880000000003,41.73736666666667,430.7932,8.29,2303.0,20,5.862,69.38,75.24,43.9,2-3,3,0.0,0.0193,0.17795,177.33,0.0,0.0,0.15514,19.436,48.273,0.02415,0.0034,203.53,0.00828,מים נראים חומים. המון יתושים מעל המים. אין צמחייה באפיק.
5,2021-02-15,0.04487177,0.08096775555555555,46.43429193,0.09845807000000001,51.14513333333333,686.843,8.17,3058.0,"19 - אחרי
56 - בריכה
10 - לפני",2.722,59.32,62.04,42.66,"3-4 - אחרי
0 - בריכה
3-4 - לפני",0,0.0,0.08306,0.2022,257.64,0.0,0.0,0.24903,20.951,70.353,0.04478,0.00342,219.11,0.01066,שומעים צפרדעים במים. צמחייה כוסחה אחרי גשר. קנה מתפתח לפני גשר ומתחיל למלא את האפיק
6,2021-02-15,0.01930109,0.1540265222222222,45.19680383,0.00979617,35.097100000000005,645.7355,7.22,2923.0,100,1.517,67.43,68.95,42.23,0,0,0.0,,,,,,,,,,,,,מים צלולים. מכסה פתוח.
7,2021-02-15,0.9754539999999999,4.437696666666667,42.249789,1.9877909999999999,50.4674,560.3671,8.04,2763.0,7,7.654,71.22,78.87,48.05,5-6,2,0.0,0.10436,0.20654,208.88,0.00117,0.0,0.18785,20.983,61.964,0.1116,0.00416,217.88,0.00675,אין קנים על משטח בטון. קנים מתפתחים לפני ואחרי
8,2021-02-15,0.5452745,0.6348089222222222,19.713833,1.006207,48.03973333333334,509.9473,8.06,2373.0,75,6.624,64.88,71.5,20.79,1-2,2,0.0,0.0,0.23024,163.0,0.0,0.0,0.02827,16.94,60.675,0.08614,0.00466,200.87,0.0077,מים בלי הרבה תזוזה. נראים חומים. אין אצות.
9,2021-02-15,0.5944923999999999,0.6908035555555556,17.427529,1.071261,43.062000000000005,473.0418,8.11,2254.0,28,6.709,65.13,71.84,19.18,1-2,2-3,0.0,0.03861,0.21655,164.42,0.0,0.0,0.06531,16.475,58.531,0.06285,0.00517,189.96,0.00729,אפיק ללא צמחייה. מים נראים חומים. תזוזה איטית.
10,2021-02-15,0.5141661000000001,0.7610570333333333,23.464216200000003,0.8676838,52.2163,648.8382,8.11,2919.0,"26 - אחרי סכר
140 - לפני",6.9,68.42,75.32,24.19,5-6,1-2,0.0,0.14892,0.30757,188.94,0.0,0.0,0.25555,17.241,78.943,0.0988,0.005,263.55,0.01031,סכר סגור. גלשה מעל ומצידי הסכר. אין צמחייה באפיק אחרי סגר. אין אצון.
11,2021-02-15,1.805,2.73581,20.427590000000002,1.60747,56.605066666666666,656.1075,8.13,3018.0,26,8.634,72.23,80.86,25.09,4-5,4,0.3191299999999977,0.04442,0.33614,176.14,0.00101,0.0,0.05745,25.626,78.636,0.10544,0.00516,285.81,0.00372,מים יחסית גבוהים וחומים
12,2021-02-15,1.87842,7.289379999999999,14.849169,2.361961,62.355466666666665,896.4332,7.93,3695.0,65,8.429,67.06,75.49,27.24,4,2,2.73949,0.04885,0.33602,172.49,0.00136,0.0,0.13971,27.549,82.297,0.20332,0.00472,394.1,0.00636,גובה נמדד בצד האפיק. גוון צהבה. מעט קצף במים.
